,plsaContext
4738,LeftTroll|Before June 9|neutral
4739,LeftTroll|Before June 9|positive
4740,LeftTroll|Before June 9|positive
4741,LeftTroll|Before June 9|neutral
4742,LeftTroll|Before June 9|neutral
4743,LeftTroll|Before June 9|positive
4744,LeftTroll|Before June 9|positive
4745,LeftTroll|Before June 9|negative
4746,LeftTroll|Before June 9|neutral
4747,LeftTroll|Before June 9|negative
4748,LeftTroll|Before June 9|neutral
4749,LeftTroll|Before June 9|neutral
4750,LeftTroll|Before June 9|neutral
4751,LeftTroll|Before June 9|negative
4752,LeftTroll|Before June 9|neutral
4753,LeftTroll|Before June 9|positive
4754,LeftTroll|Before June 9|negative
4755,LeftTroll|Before June 9|negative
4756,LeftTroll|Before June 9|neutral
4757,LeftTroll|Before June 9|neutral
4758,LeftTroll|Before June 9|neutral
4759,LeftTroll|Before June 9|negative
4760,LeftTroll|Before June 9|positive
4761,LeftTroll|Before June 9|negative
4762,LeftTroll|Before June 9|positive
4763,LeftTroll|Before June 9|neutral
4764,LeftTroll|Before June 9|negative
4765,LeftTroll|Before June 9|neutral
4766,LeftTroll|Before June 9|neutral
4767,LeftTroll|Before June 9|positive
4768,LeftTroll|Before June 9|positive
4769,LeftTroll|Before June 9|neutral
4770,LeftTroll|Before June 9|neutral
4771,LeftTroll|Before June 9|neutral
4772,LeftTroll|Before June 9|neutral
4773,LeftTroll|Before June 9|positive
4774,LeftTroll|Before June 9|neutral
4775,LeftTroll|Before June 9|positive
4776,LeftTroll|Before June 9|neutral
4777,LeftTroll|Before June 9|neutral
4778,LeftTroll|Before June 9|positive
4779,LeftTroll|Before June 9|neutral
4780,LeftTroll|Before June 9|neutral
4781,LeftTroll|Before June 9|neutral
4782,LeftTroll|Before June 9|neutral
4783,LeftTroll|Before June 9|positive
4784,LeftTroll|Before June 9|neutral
4785,LeftTroll|Before June 9|neutral
4786,LeftTroll|Before June 9|positive
4787,LeftTroll|Before June 9|positive
4788,LeftTroll|Before June 9|negative
4789,LeftTroll|Before June 9|positive
4790,LeftTroll|Before June 9|neutral
4791,LeftTroll|Before June 9|negative
4792,LeftTroll|Before June 9|neutral
4793,LeftTroll|Before June 9|neutral
4794,LeftTroll|Before June 9|positive
4795,LeftTroll|Before June 9|positive
4796,LeftTroll|Before June 9|neutral
4797,LeftTroll|Before June 9|positive
4798,LeftTroll|Before June 9|neutral
4799,LeftTroll|Before June 9|neutral
4800,LeftTroll|Before June 9|positive
4801,LeftTroll|Before June 9|positive
4802,LeftTroll|Before June 9|neutral
4803,LeftTroll|Before June 9|neutral
4804,LeftTroll|Before June 9|positive
4805,LeftTroll|Before June 9|neutral
4806,LeftTroll|Before June 9|negative
4807,LeftTroll|Before June 9|neutral
4808,LeftTroll|Before June 9|neutral
4809,LeftTroll|Before June 9|positive
4810,LeftTroll|Before June 9|neutral
4811,LeftTroll|Before June 9|positive
4812,LeftTroll|Before June 9|negative
4813,LeftTroll|Before June 9|neutral
4814,LeftTroll|Before June 9|neutral
4815,LeftTroll|Before June 9|negative
4816,LeftTroll|Before June 9|neutral
4817,LeftTroll|Before June 9|positive
4818,LeftTroll|Before June 9|neutral
4819,LeftTroll|Before June 9|positive
4820,LeftTroll|Before June 9|negative
4821,LeftTroll|Before June 9|neutral
4822,LeftTroll|Before June 9|negative
4823,LeftTroll|Before June 9|neutral
4824,LeftTroll|Before June 9|positive
4825,LeftTroll|Before June 9|positive
4826,LeftTroll|Before June 9|positive
4827,LeftTroll|Before June 9|neutral
4828,LeftTroll|Before June 9|negative
4829,LeftTroll|Before June 9|negative
4830,LeftTroll|Before June 9|positive
4831,LeftTroll|Before June 9|neutral
4832,LeftTroll|Before June 9|neutral
4833,LeftTroll|Before June 9|neutral
4834,LeftTroll|Before June 9|neutral
4835,LeftTroll|Before June 9|positive
4836,LeftTroll|Before June 9|positive
4837,LeftTroll|Before June 9|positive
4838,LeftTroll|Before June 9|positive
4839,LeftTroll|Before June 9|positive
4840,LeftTroll|Before June 9|positive
4841,LeftTroll|Before June 9|positive
4842,LeftTroll|Before June 9|neutral
4843,LeftTroll|Before June 9|positive
4844,LeftTroll|Before June 9|neutral
4845,LeftTroll|Before June 9|negative
4846,LeftTroll|Before June 9|positive
4847,LeftTroll|Before June 9|neutral
4848,LeftTroll|Before June 9|neutral
4849,LeftTroll|Before June 9|neutral
4850,LeftTroll|Before June 9|neutral
4851,LeftTroll|Before June 9|neutral
4852,LeftTroll|On or After June 9|neutral
4853,LeftTroll|On or After June 9|neutral
4854,LeftTroll|On or After June 9|neutral
4855,LeftTroll|On or After June 9|neutral
4856,LeftTroll|On or After June 9|neutral
4857,LeftTroll|On or After June 9|positive
4858,LeftTroll|On or After June 9|positive
4859,LeftTroll|On or After June 9|positive
4860,LeftTroll|On or After June 9|neutral
4861,LeftTroll|On or After June 9|neutral
4862,LeftTroll|On or After June 9|positive
4863,LeftTroll|On or After June 9|neutral
4864,LeftTroll|On or After June 9|negative
4865,LeftTroll|On or After June 9|neutral
4866,LeftTroll|On or After June 9|neutral
4867,LeftTroll|On or After June 9|neutral
4868,LeftTroll|On or After June 9|positive
4869,LeftTroll|On or After June 9|negative
4870,LeftTroll|On or After June 9|negative
4871,LeftTroll|On or After June 9|positive
4872,LeftTroll|On or After June 9|negative
4873,LeftTroll|On or After June 9|positive
4874,LeftTroll|On or After June 9|neutral
4875,LeftTroll|On or After June 9|positive
4876,LeftTroll|On or After June 9|neutral
4877,LeftTroll|On or After June 9|negative
4878,LeftTroll|On or After June 9|positive
4879,LeftTroll|On or After June 9|negative
4880,LeftTroll|On or After June 9|neutral
4881,LeftTroll|On or After June 9|neutral
4882,LeftTroll|On or After June 9|positive
4883,LeftTroll|On or After June 9|negative
4884,LeftTroll|On or After June 9|positive
4885,LeftTroll|On or After June 9|neutral
4886,LeftTroll|On or After June 9|neutral
4887,LeftTroll|On or After June 9|neutral
4888,LeftTroll|On or After June 9|neutral
4889,LeftTroll|On or After June 9|neutral
4890,LeftTroll|On or After June 9|neutral
4891,LeftTroll|On or After June 9|neutral
4892,LeftTroll|On or After June 9|positive
4893,LeftTroll|On or After June 9|positive
4894,LeftTroll|On or After June 9|neutral
4895,LeftTroll|On or After June 9|neutral
4896,LeftTroll|On or After June 9|positive
4897,LeftTroll|On or After June 9|neutral
4898,LeftTroll|On or After June 9|positive
4899,LeftTroll|On or After June 9|neutral
4900,LeftTroll|On or After June 9|neutral
4901,LeftTroll|On or After June 9|positive
4902,LeftTroll|On or After June 9|neutral
4903,LeftTroll|On or After June 9|positive
4904,LeftTroll|On or After June 9|positive
4905,LeftTroll|On or After June 9|neutral
4906,LeftTroll|On or After June 9|neutral
4907,LeftTroll|On or After June 9|positive
4908,LeftTroll|On or After June 9|positive
4909,LeftTroll|On or After June 9|positive
4910,LeftTroll|On or After June 9|neutral
4911,LeftTroll|On or After June 9|positive
4912,LeftTroll|On or After June 9|negative
4913,LeftTroll|On or After June 9|neutral
4914,LeftTroll|On or After June 9|neutral
4915,LeftTroll|On or After June 9|positive
4916,LeftTroll|On or After June 9|neutral
4917,LeftTroll|On or After June 9|positive
4918,LeftTroll|On or After June 9|neutral
4919,LeftTroll|On or After June 9|positive
4920,LeftTroll|On or After June 9|neutral
4921,LeftTroll|On or After June 9|neutral
4922,LeftTroll|On or After June 9|positive
4923,LeftTroll|On or After June 9|negative
4924,LeftTroll|On or After June 9|neutral
4925,LeftTroll|On or After June 9|positive
4926,LeftTroll|On or After June 9|positive
4927,LeftTroll|On or After June 9|negative
4928,LeftTroll|On or After June 9|positive
4929,LeftTroll|Before June 9|positive
4930,LeftTroll|Before June 9|negative
4931,LeftTroll|Before June 9|positive
4932,LeftTroll|Before June 9|neutral
4933,LeftTroll|Before June 9|neutral
4934,LeftTroll|Before June 9|neutral
4935,LeftTroll|Before June 9|neutral
4936,LeftTroll|Before June 9|neutral
4937,LeftTroll|Before June 9|positive
4938,LeftTroll|Before June 9|neutral
4939,LeftTroll|Before June 9|neutral
4940,LeftTroll|Before June 9|neutral
4941,LeftTroll|Before June 9|negative
4942,LeftTroll|Before June 9|positive
4943,LeftTroll|Before June 9|negative
4944,LeftTroll|Before June 9|positive
4945,LeftTroll|Before June 9|positive
4946,LeftTroll|Before June 9|neutral
4947,LeftTroll|Before June 9|neutral
4948,LeftTroll|Before June 9|positive
4949,LeftTroll|Before June 9|positive
4950,LeftTroll|Before June 9|positive
4951,LeftTroll|Before June 9|neutral
4952,LeftTroll|Before June 9|negative
4953,LeftTroll|Before June 9|positive
4954,LeftTroll|Before June 9|positive
4955,LeftTroll|Before June 9|neutral
4956,LeftTroll|On or After June 9|positive
4957,LeftTroll|On or After June 9|negative
4958,LeftTroll|On or After June 9|negative
4959,LeftTroll|On or After June 9|negative
4960,LeftTroll|On or After June 9|positive
4961,LeftTroll|On or After June 9|positive
4962,LeftTroll|On or After June 9|positive
4963,LeftTroll|On or After June 9|positive
4964,LeftTroll|On or After June 9|positive
4965,LeftTroll|On or After June 9|negative
4966,LeftTroll|On or After June 9|neutral
4967,LeftTroll|On or After June 9|neutral
4968,LeftTroll|On or After June 9|negative
4969,LeftTroll|On or After June 9|neutral
4970,LeftTroll|On or After June 9|positive
4971,LeftTroll|On or After June 9|neutral
4972,LeftTroll|On or After June 9|neutral
4973,LeftTroll|On or After June 9|negative
4974,LeftTroll|On or After June 9|neutral
4975,LeftTroll|On or After June 9|positive
4976,LeftTroll|On or After June 9|negative
4977,LeftTroll|On or After June 9|positive
4978,LeftTroll|On or After June 9|negative
4979,LeftTroll|On or After June 9|neutral
4980,LeftTroll|On or After June 9|positive
4981,LeftTroll|On or After June 9|negative
4982,LeftTroll|On or After June 9|neutral
4983,LeftTroll|On or After June 9|positive
4984,LeftTroll|On or After June 9|positive
4985,LeftTroll|On or After June 9|positive
4986,LeftTroll|On or After June 9|positive
4987,LeftTroll|On or After June 9|positive
4988,LeftTroll|On or After June 9|negative
4989,LeftTroll|On or After June 9|negative
4990,LeftTroll|On or After June 9|neutral
4991,LeftTroll|On or After June 9|positive
4992,LeftTroll|On or After June 9|neutral
4993,LeftTroll|On or After June 9|neutral
4994,LeftTroll|On or After June 9|positive
4995,LeftTroll|On or After June 9|negative
4996,LeftTroll|On or After June 9|negative
4997,LeftTroll|On or After June 9|neutral
4998,LeftTroll|On or After June 9|neutral
4999,LeftTroll|On or After June 9|neutral
5000,LeftTroll|On or After June 9|negative
5001,LeftTroll|On or After June 9|neutral
5002,LeftTroll|On or After June 9|neutral
5003,LeftTroll|On or After June 9|negative
5004,LeftTroll|On or After June 9|neutral
5005,LeftTroll|On or After June 9|negative
5006,LeftTroll|On or After June 9|negative
5007,LeftTroll|On or After June 9|neutral
5008,LeftTroll|On or After June 9|negative
5009,LeftTroll|On or After June 9|neutral
5010,LeftTroll|On or After June 9|positive
5011,LeftTroll|On or After June 9|neutral
5012,LeftTroll|On or After June 9|neutral
5013,LeftTroll|On or After June 9|positive
5014,LeftTroll|On or After June 9|neutral
5015,LeftTroll|On or After June 9|positive
5016,LeftTroll|On or After June 9|neutral
5017,LeftTroll|On or After June 9|positive
5018,LeftTroll|On or After June 9|neutral
5019,LeftTroll|Before June 9|neutral
5020,LeftTroll|Before June 9|negative
5021,LeftTroll|Before June 9|positive
5022,LeftTroll|Before June 9|positive
5023,LeftTroll|Before June 9|positive
5024,LeftTroll|Before June 9|positive
5025,LeftTroll|Before June 9|positive
5026,LeftTroll|Before June 9|neutral
5027,LeftTroll|Before June 9|neutral
5028,LeftTroll|Before June 9|neutral
5029,LeftTroll|Before June 9|neutral
5030,LeftTroll|Before June 9|negative
5031,LeftTroll|Before June 9|positive
5032,LeftTroll|Before June 9|neutral
5033,LeftTroll|Before June 9|negative
5034,LeftTroll|Before June 9|neutral
5035,LeftTroll|Before June 9|positive
5036,LeftTroll|Before June 9|neutral
5037,LeftTroll|Before June 9|positive
5038,LeftTroll|Before June 9|neutral
5039,LeftTroll|Before June 9|positive
5040,LeftTroll|Before June 9|neutral
5041,LeftTroll|Before June 9|neutral
5042,LeftTroll|Before June 9|negative
5043,LeftTroll|Before June 9|positive
5044,LeftTroll|Before June 9|neutral
5045,LeftTroll|Before June 9|neutral
5046,LeftTroll|Before June 9|positive
5047,LeftTroll|Before June 9|positive
5048,LeftTroll|Before June 9|neutral
5049,LeftTroll|Before June 9|negative
5050,LeftTroll|Before June 9|positive
5051,LeftTroll|Before June 9|positive
5052,LeftTroll|Before June 9|positive
5053,LeftTroll|Before June 9|positive
5054,LeftTroll|Before June 9|neutral
5055,LeftTroll|Before June 9|neutral
5056,LeftTroll|Before June 9|neutral
5057,LeftTroll|Before June 9|positive
5058,LeftTroll|Before June 9|neutral
5059,LeftTroll|Before June 9|neutral
5060,LeftTroll|Before June 9|neutral
5061,LeftTroll|Before June 9|positive
5062,LeftTroll|Before June 9|negative
5063,LeftTroll|Before June 9|neutral
5064,LeftTroll|Before June 9|positive
5065,LeftTroll|Before June 9|negative
5066,LeftTroll|Before June 9|negative
5067,LeftTroll|Before June 9|negative
5068,LeftTroll|Before June 9|neutral
5069,LeftTroll|Before June 9|positive
5070,LeftTroll|Before June 9|positive
5071,LeftTroll|Before June 9|negative
5072,LeftTroll|Before June 9|negative
5073,LeftTroll|Before June 9|neutral
5074,LeftTroll|Before June 9|positive
5075,LeftTroll|Before June 9|neutral
5076,LeftTroll|Before June 9|positive
5077,LeftTroll|Before June 9|negative
5078,LeftTroll|Before June 9|positive
5079,LeftTroll|Before June 9|neutral
5080,LeftTroll|Before June 9|negative
5081,LeftTroll|Before June 9|neutral
5082,LeftTroll|Before June 9|neutral
5083,LeftTroll|Before June 9|positive
5084,LeftTroll|Before June 9|neutral
5085,LeftTroll|Before June 9|neutral
5086,LeftTroll|Before June 9|positive
5087,LeftTroll|Before June 9|neutral
5088,LeftTroll|Before June 9|negative
5089,LeftTroll|Before June 9|positive
5090,LeftTroll|Before June 9|positive
5091,LeftTroll|Before June 9|negative
5092,LeftTroll|Before June 9|neutral
5093,LeftTroll|Before June 9|neutral
5094,LeftTroll|Before June 9|positive
5095,LeftTroll|Before June 9|neutral
5096,LeftTroll|Before June 9|neutral
5097,LeftTroll|Before June 9|neutral
5098,LeftTroll|Before June 9|positive
5099,LeftTroll|Before June 9|neutral
5100,LeftTroll|Before June 9|positive
5101,LeftTroll|Before June 9|negative
5102,LeftTroll|Before June 9|negative
5103,LeftTroll|Before June 9|neutral
5104,LeftTroll|Before June 9|neutral
5105,LeftTroll|Before June 9|positive
5106,LeftTroll|Before June 9|positive
5107,LeftTroll|Before June 9|neutral
5108,LeftTroll|Before June 9|negative
5109,LeftTroll|Before June 9|positive
5110,LeftTroll|Before June 9|positive
5111,LeftTroll|Before June 9|neutral
5112,LeftTroll|Before June 9|negative
5113,LeftTroll|Before June 9|positive
5114,LeftTroll|Before June 9|positive
5115,LeftTroll|Before June 9|negative
5116,LeftTroll|Before June 9|neutral
5117,LeftTroll|Before June 9|neutral
5118,LeftTroll|Before June 9|positive
5119,LeftTroll|Before June 9|positive
5120,LeftTroll|Before June 9|positive
5121,LeftTroll|Before June 9|positive
5122,LeftTroll|Before June 9|positive
5123,LeftTroll|Before June 9|neutral
5124,LeftTroll|Before June 9|neutral
5125,LeftTroll|Before June 9|positive
5126,LeftTroll|Before June 9|neutral
5127,LeftTroll|Before June 9|neutral
5128,LeftTroll|Before June 9|positive
5129,LeftTroll|Before June 9|neutral
5130,LeftTroll|Before June 9|positive
5131,LeftTroll|Before June 9|neutral
5132,LeftTroll|Before June 9|neutral
5133,LeftTroll|Before June 9|neutral
5134,LeftTroll|Before June 9|neutral
5135,LeftTroll|Before June 9|positive
5136,LeftTroll|Before June 9|negative
5137,LeftTroll|Before June 9|negative
5138,LeftTroll|Before June 9|negative
5139,LeftTroll|Before June 9|positive
5140,LeftTroll|Before June 9|neutral
5141,LeftTroll|Before June 9|neutral
5142,LeftTroll|Before June 9|neutral
5143,LeftTroll|Before June 9|positive
5144,LeftTroll|Before June 9|neutral
5145,LeftTroll|Before June 9|positive
5146,LeftTroll|Before June 9|neutral
5147,LeftTroll|Before June 9|neutral
5148,LeftTroll|Before June 9|neutral
5149,LeftTroll|Before June 9|positive
5150,LeftTroll|Before June 9|positive
5151,LeftTroll|Before June 9|positive
5152,LeftTroll|Before June 9|positive
5153,LeftTroll|Before June 9|positive
5154,LeftTroll|Before June 9|positive
5155,LeftTroll|Before June 9|neutral
5156,LeftTroll|Before June 9|positive
5157,LeftTroll|Before June 9|neutral
5158,LeftTroll|Before June 9|positive
5159,LeftTroll|Before June 9|positive
5160,LeftTroll|Before June 9|negative
5161,LeftTroll|Before June 9|positive
5162,LeftTroll|Before June 9|neutral
5163,LeftTroll|On or After June 9|neutral
5164,LeftTroll|On or After June 9|neutral
5165,LeftTroll|On or After June 9|neutral
5166,LeftTroll|On or After June 9|neutral
5167,LeftTroll|On or After June 9|neutral
5168,LeftTroll|On or After June 9|neutral
5169,LeftTroll|On or After June 9|neutral
5170,LeftTroll|On or After June 9|neutral
5171,LeftTroll|On or After June 9|positive
5172,LeftTroll|On or After June 9|positive
5173,LeftTroll|On or After June 9|neutral
5174,LeftTroll|On or After June 9|neutral
5175,LeftTroll|On or After June 9|positive
5176,LeftTroll|On or After June 9|neutral
5177,LeftTroll|On or After June 9|neutral
